demand_heat;supply_wood
17,78402662;27,77777778
17,21927438;27,77777778
16,42423148;0
16,55035123;0
16,6822037;0
16,80832346;0
16,30957716;0
16,30957716;0
16,17772469;0
16,01147593;0
15,83949444;0
15,73057284;0
15,62738395;0
15,54139321;0
15,45540247;0
15,41527346;0
15,31781728;0
14,20567037;27,77777778
14,7145334;27,77777778
15,18360458;27,77777778
16,04857036;27,77777778
16,75908997;27,77777778
16,91960602;27,77777778
16,86834875;27,77777778
16,38174224;27,77777778
15,01836735;27,77777778
13,21391049;0
13,19097963;0
13,17378148;0
13,15085062;0
13,13365247;0
13,1107216;0
13,26550494;0
13,46615;0
13,58653704;0
13,67252778;0
13,7527858;0
13,81011296;0
13,86744012;0
13,87317284;0
13,76998395;0
13,62666605;0
13,4317537;0
13,29416852;0
13,18524691;0
13,12218704;0
13,10498889;0
13,18524691;0
13,31709938;0
13,46041728;0
13,6094679;0
13,7527858;0
13,8961037;0
14,0394216;0
14,18273951;0
14,32605741;0
14,5037716;0
14,69868395;0
14,88786358;0
14,99105247;0
15,09424136;0
15,16876667;0
15,24329198;0
15,25475741;0
15,08277593;0
14,96238889;0
14,73308025;0
14,5037716;0
14,32032469;0
14,32032469;0
14,40058272;0
14,54963333;0
14,72161481;0
14,77320926;0
14,83053642;0
14,88213086;0
14,93945802;0
14,99678519;0
15,04837963;0
15,10570679;0
15,09424136;0
15,07704321;0
15,05984506;0
15,04837963;0
15,0369142;0
15,03118148;0
15,01971605;0
15,00825062;0
14,45217716;0
13,58653704;27,77777778
13,00077717;27,77777778
12,52992733;27,77777778
12,18545295;27,77777778
12,01321576;27,77777778
12,07054292;27,77777778
12,39756345;27,77777778
12,83376128;27,77777778
12,62815063;27,77777778
12,37120123;0
12,34253765;0
12,31387407;0
12,28521049;0
12,2508142;0
12,22215062;0
12,23934877;0
12,2508142;0
12,25654691;0
12,25654691;0
12,25654691;0
12,25654691;0
12,30814136;0
12,23934877;0
12,0387037;0
11,80366235;27,77777778
11,73957964;27,77777778
11,67575264;27,77777778
11,67524122;27,77777778
11,6348565;27,77777778
11,62912379;27,77777778
11,68670666;27,77777778
11,74454523;27,77777778
11,64785618;27,77777778
11,4998284;0
11,5743537;0
11,64887901;0
11,72913704;0
11,80366235;0
11,88392037;0
11,98710926;0
12,09603086;0
12,19921975;0
12,2508142;0
12,29667593;0
12,33107222;0
12,36546852;0
12,35400309;0
11,66034444;0
10,79470432;27,77777778
10,16308272;27,77777778
9,606242145;27,77777778
9,215906038;27,77777778
9,026470701;27,77777778
9,078065145;27,77777778
9,44521468;27,77777778
9,93300696;27,77777778
9,882179638;27,77777778
9,78001358;0
9,900400617;0
10,02078765;0
10,14117469;0
10,26156173;0
10,38768148;0
10,52526667;0
10,65711914;0
10,7889716;0
10,85203148;0
10,91509136;0
10,95522037;0
10,99534938;0
10,97241852;0
10,10104568;0
9,034760494;27,77777778
9,118946603;27,77777778
9,448657482;27,77777778
9,542344981;27,77777778
9,508930706;27,77777778
9,600654162;27,77777778
9,783119055;27,77777778
9,901542049;27,77777778
9,411315122;27,77777778
8,696530247;0
8,897175309;0
9,09782037;0
9,298465432;0
9,499110494;0
9,705488272;0
9,923331481;0
10,17557099;0
10,42207778;0
10,55393025;0
10,69151543;0
10,7889716;0
10,88642778;0
10,90362593;0
10,45074136;0
9,888935185;27,77777778
11,17744759;27,77777778
12,17392866;27,77777778
12,80958579;27,77777778
13,14747886;27,77777778
13,24493503;27,77777778
13,11341974;27,77777778
12,60961508;27,77777778
11,30356735;27,77777778
9,550704938;0
9,585101235;0
9,619497531;0
9,653893827;0
9,688290123;0
9,72268642;0
9,653893827;0
9,567903086;0
9,481912346;0
9,430317901;0
9,378723457;0
9,338594444;0
9,298465432;0
9,269801852;0
8,862779012;0
8,272309259;0
7,779295679;0
7,263351235;0
6,862061111;0
6,621287037;0
6,649950617;0
6,919388272;0
7,297747531;0
7,309212963;0
7,320678395;0
7,337876543;0
7,349341975;0
7,360807407;0
7,37227284;0
7,383738272;0
7,469729012;0
7,601581481;0
7,899682716;0
7,721968519;0
7,813691975;0
7,813691975;0
7,916880864;0
7,819424691;0
7,762097531;0
7,67610679;0
7,595848765;0
7,538521605;0
7,48692716;0
7,469729012;0
7,475461728;0
7,515590741;0
7,578650617;0
7,658908642;0
7,733433951;0
7,807959259;0
7,882484568;0
7,957009877;0
8,031535185;0
8,106060494;0
8,622004938;0
9,155147531;0
9,682557407;0
9,957727778;0
10,22716543;0
10,41634506;0
10,60552469;0
10,60552469;0
10,04945123;0
9,395921605;27,77777778
8,953479638;27,77777778
8,574353256;27,77777778
8,29867147;27,77777778
8,183761442;27,77777778
8,264019466;27,77777778
8,579574557;27,77777778
8,958445231;27,77777778
9,291709885;27,77777778
9,56217037;0
10,06664938;0
10,56539568;0
11,06987469;0
11,56862099;0
12,0731;0
12,54891543;0
13,06485988;0
13,58080432;0
13,85597469;0
14,13687778;0
14,33179012;0
14,53243519;0
14,55536605;0
13,85024198;0
12,99606728;27,77777778
12,42177285;27,77777778
11,95665573;27,77777778
11,60644863;27,77777778
11,4915386;27,77777778
11,5259349;27,77777778
11,87015357;27,77777778
12,40954029;27,77777778
12,52496174;27,77777778
12,58331173;0
12,86994753;0
13,16231605;0
13,44895185;0
13,73558765;0
14,02222346;0
14,14834321;0
14,2859284;0
14,4292463;0
14,5037716;0
14,58402963;0
14,64135679;0
14,69295123;0
14,68721852;0
13,70119136;0
12,56038086;27,77777778
11,68225248;27,77777778
10,982094;27,77777778
10,50576715;27,77777778
10,29340095;27,77777778
10,32779724;27,77777778
10,76947209;27,77777778
11,46937486;27,77777778
11,31535865;27,77777778
11,10427099;0
11,12146914;0
11,13866728;0
11,15586543;0
11,17306358;0
11,19026173;0
11,1444;0
11,06987469;0
11,0010821;0
10,94948765;0
10,90362593;0
10,86349691;0
10,81763519;0
10,76604074;0
9,734151852;0
8,478687037;27,77777778
8,218910183;27,77777778
7,952418593;27,77777778
7,748004857;27,77777778
7,697392434;27,77777778
7,812046755;27,77777778
8,114898684;27,77777778
8,433966741;27,77777778
7,84628364;27,77777778
7,034042593;0
7,142964198;0
7,246153086;0
7,355074691;0
7,45826358;0
7,567185185;0
7,785028395;0
8,020069753;0
8,249378395;0
8,375498148;0
8,501617901;0
8,587608642;0
8,673599383;0
8,685064815;0
8,60480679;0
8,490152469;27,77777778
10,16275685;27,77777778
11,42294286;27,77777778
12,25924505;27,77777778
12,68886158;27,77777778
12,71179244;27,77777778
12,32803764;27,77777778
11,53759718;27,77777778
10,34620377;27,77777778
8,736659259;0
8,971700617;0
9,006096914;0
9,155147531;0
9,304198148;0
9,453248765;0
9,75135;0
10,07811481;0
10,41061235;0
10,59405926;0
10,77177346;0
10,90362593;0
11,0354784;0
11,02974568;0
10,5023358;0
9,986391358;0
10,06091667;0
10,19276914;0
10,20996728;0
9,80867716;0
9,53350679;0
9,567903086;0
9,871737037;0
10,00932222;0
10,14690741;0
10,28449259;0
10,42781049;0
10,56539568;0
10,70298086;0
10,84056605;0
10,84629877;0
10,84056605;0
10,83483333;0
10,82910062;0
10,81763519;0
10,81190247;0
10,80616975;0
10,75457531;0
9,911866049;0
9,109285802;0
8,323903704;0
7,641710494;0
7,292014815;0
7,125766049;0
7,217489506;0
7,630245062;0
8,174853086;0
8,220714815;0
8,266576543;0
8,312438272;0
8,364032716;0
8,409894444;0
8,455756173;0
8,501617901;0
8,587608642;0
8,736659259;0
8,868511728;0
8,914373457;0
9,086354938;0
9,103553086;0
9,132216667;0
9,155147531;0
9,126483951;0
9,074889506;27,77777778
9,268779021;27,77777778
9,411329799;27,77777778
9,508274557;27,77777778
9,59400959;27,77777778
9,645604034;27,77777778
9,63439431;27,77777778
9,634905725;27,77777778
9,251580873;27,77777778
8,799719136;0
8,570410494;0
8,490152469;0
8,174853086;0
7,899682716;0
8,020069753;0
7,418134568;0
7,349341975;0
7,120033333;0
7,034042593;0
6,953784568;0
6,890724691;0
6,821932099;0
6,781803086;0
6,437840123;0
6,048015432;27,77777778
5,915140132;27,77777778
5,822649552;27,77777778
5,787741841;27,77777778
5,712960824;27,77777778
5,638435516;27,77777778
5,632958507;27,77777778
5,742391528;27,77777778
5,617038898;27,77777778
5,440347531;0
5,486209259;0
5,537803704;0
5,583665432;0
5,635259877;0
5,681121605;0
6,042282716;0
6,042282716;0
6,105342593;0
6,174135185;0
6,242927778;0
6,294522222;0
6,340383951;0
6,328918519;0
5,984955556;0
5,738448765;27,77777778
5,622771614;27,77777778
5,599073626;27,77777778
5,7017511;27,77777778
5,90787317;27,77777778
5,959467614;27,77777778
6,034248631;27,77777778
6,05769091;27,77777778
6,029794453;27,77777778
5,944826543;0
6,105342593;0
6,237195062;0
6,380512963;0
6,52956358;0
6,672881481;0
6,867793827;0
7,068438889;0
7,423867284;0
7,395203704;0
7,481194444;0
7,549987037;0
7,624512346;0
7,61877963;0
7,492659877;0
7,40093642;27,77777778
7,989601541;27,77777778
8,29064884;27,77777778
8,653773993;27,77777778
8,87833194;27,77777778
8,861133792;27,77777778
8,688170289;27,77777778
8,405303161;27,77777778
7,915076233;27,77777778
7,194558642;0
7,395203704;0
7,601581481;0
7,802226543;0
8,043000617;0
8,203516667;0
8,409894444;0
8,622004938;0
8,868511728;0
9,074889506;0
9,057691358;0
9,137949383;0
9,212474691;0
9,206741975;0
8,988898765;0
8,690797531;27,77777778
10,19142043;27,77777778
11,31975397;27,77777778
12,12739258;27,77777778
12,55127639;27,77777778
12,57420725;27,77777778
12,24777962;27,77777778
11,54332989;27,77777778
10,40926364;27,77777778
8,82265;0
9,029027778;0
9,22967284;0
9,436050617;0
9,636695679;0
9,843073457;0
10,35328519;0
10,94948765;0
11,54569012;0
11,88392037;0
12,22215062;0
12,48012284;0
12,73236235;0
12,77822407;0
12,53745;0
12,26227963;0
12,0731;0
12,01004012;0
12,0387037;0
12,14762531;0
12,26801235;0
12,46292469;0
12,73236235;0
12,65783704;0
12,58904444;0
12,52025185;0
12,44572654;0
12,37693395;0
12,30240864;0
12,23361605;0
11,95844568;0
11,63741358;0
11,31638148;0
11,13293457;0
10,94948765;0
10,81190247;0
10,67431728;0
10,5711284;0
10,17557099;0
9,269801852;0
8,536014198;0
8,272309259;0
8,346834568;0
8,100327778;0
8,11179321;0
8,180585802;0
8,450023457;0
8,748124691;0
8,673599383;0
8,788253704;0
8,902908025;0
9,017562346;0
9,132216667;0
9,246870988;0
9,682557407;0
10,16410556;0
10,6456537;0
10,90935864;0
11,1787963;0
11,36797593;0
11,56288827;0
11,55142284;0
11,08134012;0
10,55393025;27,77777778
10,28920248;27,77777778
10,06485943;27,77777778
9,966891841;27,77777778
9,943705269;27,77777778
10,05835959;27,77777778
10,30512209;27,77777778
10,61520017;27,77777778
10,581571;27,77777778
10,49087037;0
10,62272284;0
10,76030802;0
10,89789321;0
11,0354784;0
11,17306358;0
11,10427099;0
11,00681481;0
10,90362593;0
10,83483333;0
10,77177346;0
10,7144463;0
10,65711914;0
10,48513765;0
9,56217037;0
9,143682099;27,77777778
8,993608651;27,77777778
8,396639058;27,77777778
8,212680729;27,77777778
8,103503417;27,77777778
7,885660207;27,77777778
7,897381347;27,77777778
8,201726713;27,77777778
8,322880873;27,77777778
8,38696358;0
8,679332099;0
8,971700617;0
9,264069136;0
9,556437654;0
9,848806173;0
10,28449259;0
10,77177346;0
11,2533216;0
11,52275926;0
11,7864642;0
11,97564383;0
12,17055617;0
12,14762531;0
11,80366235;0
11,20172716;27,77777778
11,09751544;27,77777778
11,19993721;27,77777778
11,29688196;27,77777778
11,32528984;27,77777778
11,37688428;27,77777778
11,40580357;27,77777778
11,60122733;27,77777778
11,68798519;27,77777778
11,71193889;0
11,9641784;0
12,22215062;0
12,47439012;0
12,72662963;0
12,97886914;0
13,04192901;0
13,10498889;0
13,16804877;0
13,25977222;0
13,23684136;0
13,25977222;0
13,28270309;0
13,19097963;0
12,68650062;0
12,81835309;27,77777778
13,53887068;27,77777778
14,03483032;27,77777778
14,31769745;27,77777778
14,12376713;27,77777778
14,186827;27,77777778
13,99666535;27,77777778
13,80552168;27,77777778
13,36115648;27,77777778
12,2164179;0
12,24508148;0
12,27374506;0
12,30240864;0
12,33680494;0
12,36546852;0
12,38266667;0
12,39986481;0
12,41706296;0
12,42279568;0
12,4285284;0
12,43426111;0
12,43999383;0
12,29094321;0
11,32784691;0
10,78323889;27,77777778
12,20360377;27,77777778
13,3663336;27,77777778
14,01345616;27,77777778
14,14497145;27,77777778
14,00165355;27,77777778
13,62363147;27,77777778
13,08543051;27,77777778
12,15200932;27,77777778
10,43927593;0
10,51380123;0
10,59405926;0
10,66858457;0
10,74884259;0
10,8233679;0
10,91509136;0
11,0010821;0
11,08707284;0
11,12720185;0
11,16733086;0
11,19599444;0
11,22465802;0
11,12720185;0
10,49660309;0
9,94052963;0
9,613764815;0
9,418852469;0
9,166612963;0
9,080622222;0
9,057691358;0
9,149414815;0
9,34432716;0
9,648161111;0
9,883202469;0
10,11824383;0
10,35328519;0
10,58832654;0
10,82910062;0
11,06414198;0
11,31064877;0
11,59728457;0
11,88392037;0
12,04443642;0
12,20495247;0
12,33107222;0
12,45145926;0
12,39986481;0
11,86672222;0
11,34504506;0
10,80043704;0
10,5367321;0
10,5023358;0
10,35328519;0
10,31315617;0
10,38768148;0
10,69151543;0
11,08134012;0
11,07560741;0
11,07560741;0
11,06987469;0
11,06987469;0
11,06987469;0
11,06414198;0
10,93802222;0
10,76030802;0
10,58259383;0
10,46793951;0
10,35328519;0
10,26156173;0
10,16410556;0
9,906133333;0
8,920106173;0
8,283774691;27,77777778
7,54323149;27,77777778
7,078114367;27,77777778
7,106266532;27,77777778
6,859504034;27,77777778
7,094545392;27,77777778
7,375704186;27,77777778
7,725911281;27,77777778
7,938788898;27,77777778
7,92261358;0
8,128991358;0
8,341101852;0
8,553212346;0
8,76532284;0
8,977433333;0
9,716953704;0
10,61125741;0
11,50556111;0
12,02723827;0
12,55464815;0
12,95593827;0
13,35149568;0
13,46615;0
13,38589198;0
13,32856481;27,77777778
13,52818705;27,77777778
13,6994014;27,77777778
13,85940604;27,77777778
14,00820095;27,77777778
14,15151885;27,77777778
14,31802332;27,77777778
14,4847835;27,77777778
14,60593766;27,77777778
14,6814858;0
14,15980864;0
14,15980864;0
14,15980864;0
14,15980864;0
14,15980864;0
14,09674877;0
14,05088704;0
13,99929259;0
13,98209444;0
13,9648963;0
13,95343086;0
13,94769815;0
13,85597469;0
13,51201173;0
13,31136667;27,77777778
13,43646359;27,77777778
13,40130017;27,77777778
13,30333258;27,77777778
13,24574971;27,77777778
13,19988798;27,77777778
13,22880727;27,77777778
13,28664585;27,77777778
13,30461112;27,77777778
12,8240858;0
12,55464815;0
12,28521049;0
12,02723827;0
11,79219691;0
11,68327531;0
11,33357963;0
11,35651049;0
11,29918333;0
11,39663951;0
11,23039074;0
11,21892531;0
11,19026173;0
11,15586543;0
10,97241852;0
10,81763519;27,77777778
11,60694537;27,77777778
12,18889575;27,77777778
12,61508078;27,77777778
12,77084614;27,77777778
13,01162021;27,77777778
12,71253696;27,77777778
12,72777106;27,77777778
11,70440154;27,77777778
10,72591173;0
10,5711284;0
10,46793951;0
10,40487963;0
10,31315617;0
10,28449259;0
10,23289815;0
10,19276914;0
10,20996728;0
10,11251111;0
10,0723821;0
10,03225309;0
9,992124074;0
9,716953704;0
9,682557407;0
9,206741975;27,77777778
10,98826796;27,77777778
12,24272125;27,77777778
12,31657221;27,77777778
12,10985725;27,77777778
11,731498;27,77777778
11,52545739;27,77777778
10,95286014;27,77777778
9,887586482;27,77777778
8,30097284;0
8,501617901;0
8,707995679;0
8,908640741;0
9,109285802;0
9,31566358;0
9,929064198;0
10,60552469;0
11,2877179;0
11,66034444;0
12,02723827;0
12,30240864;0
12,5718463;0
12,52025185;0
12,11322901;0
11,99857469;0
11,62594815;0
11,16159815;0
10,9666858;0
11,23612346;0
11,32784691;0
11,60301728;0
11,90111852;0
12,2164179;0
12,31960679;0
12,4285284;0
12,53171728;0
12,64063889;0
12,74382778;0
12,84701667;0
12,66930247;0
12,46865741;0
12,26227963;0
12,14762531;0
12,03297099;0
11,94698025;0
11,86098951;0
11,4998284;0
10,5023358;0
9,608032099;0
8,868511728;0
8,306705556;0
7,871019136;0
7,624512346;0
7,549987037;0
7,767830247;0
8,232180247;0
8,771055556;0
8,771055556;0
8,771055556;0
8,771055556;0
8,771055556;0
8,771055556;0
8,771055556;0
8,902908025;0
9,046225926;0
9,183811111;0
9,264069136;0
9,338594444;0
9,390188889;0
9,401654321;0
9,092087654;0
8,484419753;0
7,825157407;27,77777778
7,417111737;27,77777778
7,037985355;27,77777778
6,756570853;27,77777778
6,59006638;27,77777778
6,532739219;27,77777778
6,624718384;27,77777778
6,883202021;27,77777778
7,176337663;27,77777778
7,011111728;0
7,068438889;0
7,131498765;0
7,194558642;0
7,251885802;0
7,314945679;0
7,326411111;0
7,314945679;0
7,303480247;0
7,280549383;0
7,257618519;0
7,234687654;0
7,21175679;0
6,799001235;0
6,030817284;0
5,193840741;27,77777778
4,619546305;27,77777778
4,183092762;27,77777778
3,821420236;27,77777778
3,620519466;27,77777778
3,55745959;27,77777778
3,689567767;27,77777778
3,9824477;27,77777778
4,29278149;27,77777778
4,20781358;0
4,351131481;0
4,494449383;0
4,637767284;0
4,781085185;0
4,924403086;0
5,193840741;0
5,423149383;0
5,646725309;0
5,738448765;0
5,824439506;0
5,870301235;0
5,824439506;0
5,509140123;0
4,987462963;0
4,379795062;27,77777778
4,052007416;27,77777778
3,770337207;27,77777778
3,540517149;27,77777778
3,362547244;27,77777778
3,935818849;27,77777778
3,345604804;27,77777778
3,477968688;27,77777778
3,61058828;27,77777778
3,731998148;0
4,081693827;0
4,431389506;0
4,781085185;0
5,130780864;0
5,480476543;0
6,116808025;0
6,804733951;0
7,48692716;0
7,853820988;0
8,220714815;0
8,484419753;0
8,530281481;0
8,461488889;0
8,295240123;0
8,100327778;27,77777778
8,832310801;27,77777778
9,379864889;27,77777778
9,742990042;27,77777778
9,961815273;27,77777778
9,99621157;27,77777778
9,880575228;27,77777778
9,609173531;27,77777778
9,124679319;27,77777778
8,41562716;0
8,627737654;0
8,834115432;0
9,149414815;0
9,25833642;0
9,487645062;0
9,436050617;0
9,413119753;0
9,309930864;0
9,264069136;0
9,218207407;0
9,172345679;0
9,143682099;0
9,051958642;0
8,948769753;0
8,461488889;27,77777778
9,732803149;27,77777778
10,10441816;27,77777778
10,51649937;27,77777778
10,75120355;27,77777778
10,5906875;27,77777778
10,13814011;27,77777778
9,468086683;27,77777778
8,460140186;27,77777778
6,953784568;0
7,24042037;0
7,521323457;0
7,807959259;0
8,088862346;0
8,375498148;0
8,805451852;0
9,252603704;0
9,705488272;0
9,934796914;0
10,16410556;0
10,3246216;0
10,34181975;0
9,900400617;0
9,155147531;0
8,323903704;0
7,521323457;0
6,873526543;0
6,357582099;0
6,059480864;0
5,967757407;0
6,174135185;0
6,644217901;0
7,24042037;0
7,635977778;0
8,031535185;0
8,421359877;0
8,816917284;0
9,212474691;0
9,608032099;0
9,929064198;0
10,27875988;0
10,62272284;0
10,81190247;0
11,0010821;0
11,13866728;0
11,16159815;0
10,90362593;0
10,5023358;0
10,02078765;0
9,602299383;0
9,246870988;0
9,000364198;0
8,891442593;0
8,902908025;0
9,09782037;0
9,418852469;0
9,757082716;0
9,814409877;0
9,877469753;0
9,934796914;0
9,992124074;0
10,04945123;0
10,11251111;0
10,03225309;0
9,94052963;0
9,848806173;0
9,797211728;0
9,745617284;0
9,705488272;0
9,688290123;0
9,166612963;0
8,398429012;0
7,527056173;27,77777778
6,947029021;27,77777778
6,458981034;27,77777778
6,057179495;27,77777778
5,793218849;27,77777778
5,678564528;27,77777778
5,776276408;27,77777778
6,074889058;27,77777778
6,471213589;27,77777778
6,351849383;0
6,460770988;0
6,569692593;0
6,678614198;0
6,787535802;0
6,896457407;0
7,068438889;0
7,24042037;0
7,406669136;0
7,492659877;0
7,572917901;0
7,630245062;0
7,61877963;0
7,366540123;0
6,856328395;0
6,426374691;27,77777778
6,173112354;27,77777778
6,006096466;27,77777778
5,890930729;27,77777778
5,781753417;27,77777778
5,747357121;27,77777778
5,822138137;27,77777778
5,954502021;27,77777778
6,087121614;27,77777778
6,162669753;0
6,460770988;0
6,764604938;0
7,068438889;0
7,37227284;0
7,670374074;0
7,997138889;0
8,335369136;0
8,679332099;0
8,862779012;0
9,046225926;0
9,172345679;0
9,189543827;0
8,839848148;0
8,404161728;0
7,945544444;27,77777778
7,698014824;27,77777778
7,502335355;27,77777778
7,347040606;27,77777778
7,203466997;27,77777778
7,123208972;27,77777778
7,12346468;27,77777778
7,244363133;27,77777778
7,468706182;27,77777778
7,469729012;0
7,699037654;0
7,928346296;0
8,157654938;0
8,38696358;0
8,616272222;0
8,742391975;0
8,857046296;0
8,971700617;0
9,023295062;0
9,074889506;0
9,103553086;0
9,086354938;0
9,034760494;0
8,530281481;0
8,30097284;27,77777778
8,723389196;27,77777778
9,024436494;27,77777778
9,381828931;27,77777778
9,159235027;27,77777778
9,176433175;27,77777778
9,055064117;27,77777778
8,858187728;27,77777778
8,425287961;27,77777778
7,750632099;0
7,997138889;0
8,243645679;0
8,564677778;0
8,748124691;0
8,983166049;0
9,287;0
9,608032099;0
9,951995062;0
10,15264012;0
10,41061235;0
10,46220679;0
10,37621605;0
10,17557099;0
9,917598765;0
9,659626543;27,77777778
11,21184389;27,77777778
12,31724656;27,77777778
13,07902344;27,77777778
13,45704553;27,77777778
13,45131281;27,77777778
13,10768702;27,77777778
12,4032373;27,77777778
11,61886673;27,77777778
9,711220988;0
9,980658642;0
10,25582901;0
10,52526667;0
10,80043704;0
11,06987469;0
11,28198519;0
11,51129383;0
11,73486975;0
11,85525679;0
11,97564383;0
12,06163457;0
12,0387037;0
11,67180988;0
11,02974568;0
10,38768148;0
9,516308642;0
9,166612963;0
9,01182963;0
8,948769753;0
9,063424074;0
9,149414815;0
9,447516049;0
9,871737037;0
10,07811481;0
10,28449259;0
10,48513765;0
10,69151543;0
10,89789321;0
11,09853827;0
11,24185617;0
11,38517407;0
11,52849198;0
11,60301728;0
11,67754259;0
11,72913704;0
11,72340432;0
11,45396667;0
10,93802222;0
10,22143272;0
9,734151852;0
9,338594444;0
8,908640741;0
8,507350617;0
8,266576543;0
8,255111111;0
8,553212346;0
9,017562346;0
9,172345679;0
9,327129012;0
9,481912346;0
9,636695679;0
9,791479012;0
9,946262346;0
10,07811481;0
10,20996728;0
10,34181975;0
10,41061235;0
10,47367222;0
10,51953395;0
10,50806852;0
10,15264012;0
9,573635802;0
