demand_el;generation_pv_normalised
1,633685056;0,001873438
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,18046875
1,21;0,4884375
1,21;0,55765625
2,692897696;0,047453125
3,805070968;0,110267045
4,546519816;0,328707386
4,91724424;0,664190341
4,91724424;0,323494318
4,546519816;0,186392045
3,805070968;0,044258523
2,692897696;0,00630483
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,160553977
1,21;0,320099432
1,21;0,472002841
4,016913496;0,594772727
6,122098618;0,613011364
7,525555366;0,530838068
8,22728374;0,474105114
8,22728374;0,379659091
7,525555366;0,185980114
7,525555366;0,053660511
4,016913496;0,002780398
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,00265767
1,21;0,127971591
1,21;0,349360795
1,21;0,182244318
1,21;0,367542614
1,21;0,387386364
1,21;0,0710625
1,21;0,137110795
1,21;0,401576705
1,21;0,153267045
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,013671875
1,21;0,171335227
1,21;0,250369318
1,21;0,334573864
1,21;0,360909091
1,21;0,259857955
1,21;0,235085227
1,21;0,205056818
1,21;0,129384943
1,21;0,04897017
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,046960227
1,21;0,098862216
1,21;0,202627841
1,633685056;0,339943182
1,951448848;0,190440341
2,163291376;0,095142045
2,26921264;0,259900568
2,26921264;0,277571023
2,163291376;0,195639205
1,951448848;0,030136364
1,633685056;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,002864205
1,21;0,160482955
1,21;0,336321023
1,21;0,4275
1,633685056;0,6403125
1,951448848;0,660809659
2,163291376;0,546221591
2,26921264;0,491022727
2,26921264;0,319261364
2,163291376;0,180426136
1,951448848;0,062125
1,633685056;0,002698011
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,024289773
1,21;0,056214489
1,21;0,092271307
1,633685056;0,100326705
1,951448848;0,110953125
2,163291376;0,101420455
2,26921264;0,112884943
2,26921264;0,081299716
2,163291376;0,053767045
1,951448848;0,014139773
1,633685056;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,01887358
1,21;0,185170455
1,21;0,330085227
1,21;0,315255682
2,692897696;0,396335227
3,805070968;0,441946023
4,546519816;0,246477273
4,91724424;0,26
4,91724424;0,183934659
4,546519816;0,176548295
3,805070968;0,067508523
2,692897696;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,033877841
1,21;0,21390625
1,21;0,438778409
1,21;0,598295455
9,55129954;0,68015625
15,80727419;0,711235795
19,97792396;0,622059659
20,428;0,534289773
20,428;0,402045455
19,97792396;0,185965909
15,80727419;0,060443182
9,55129954;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,040268466
1,21;0,164730114
1,21;0,205099432
1,21;0,263650568
1,21;0,227144886
1,21;0,352457386
1,21;0,062600852
1,21;0,124161932
1,21;0,034058239
1,21;0,1285625
1,21;0,064215909
1,21;0,005469034
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,005632386
1,21;0,05546733
1,21;0,101306818
1,21;0,152357955
1,21;0,186946023
1,21;0,163465909
1,21;0,151988636
1,21;0,130252841
1,21;0,17296875
1,21;0,079042614
1,21;0,057850852
1,21;0,00276804
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,089856534
1,21;0,25765625
1,633685056;0,269161932
1,951448848;0,11593892
2,163291376;0,249914773
2,26921264;0,25125
2,26921264;0,256036932
2,163291376;0,184076705
1,951448848;0,059816761
1,633685056;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,01076733
1,21;0,023671875
1,21;0,007094176
1,21;0,014673295
1,633685056;0,069332386
1,951448848;0,143920455
2,163291376;0,249701705
2,26921264;0,610767045
2,26921264;0,484630682
2,163291376;0,191008523
1,951448848;0,061579545
1,633685056;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,034612216
1,21;0,181008523
1,21;0,333082386
1,21;0,455213068
1,633685056;0,531448864
1,951448848;0,563977273
2,163291376;0,491818182
2,26921264;0,417556818
2,26921264;0,307883523
2,163291376;0,183636364
1,951448848;0,067984375
1,633685056;0,0119
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,023566761
1,21;0,137196023
1,21;0,241136364
1,21;0,318394886
2,692897696;0,387926136
3,805070968;0,436335227
4,546519816;0,358352273
4,91724424;0,303821023
4,91724424;0,265994318
4,546519816;0,175227273
3,805070968;0,081444602
2,692897696;0,014269886
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,05959375
1,21;0,288636364
1,21;0,506860795
1,21;0,670596591
9,55129954;0,776690341
15,80727419;0,819303977
19,97792396;0,698764205
20,428;0,587997159
20,428;0,425681818
19,97792396;0,188835227
15,80727419;0,046636364
9,55129954;0,003027415
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,056292614
1,21;0,267982955
1,21;0,463309659
1,21;0,596605114
1,21;0,670014205
1,21;0,745440341
1,21;0,626647727
1,21;0,541590909
1,21;0,405454545
1,21;0,194360795
1,21;0,049487216
1,21;0,003116193
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,049353693
1,21;0,197130682
1,21;0,313181818
1,21;0,457471591
1,21;0,504630682
1,21;0,531590909
1,21;0,428238636
1,21;0,363238636
1,21;0,2665625
1,21;0,182386364
1,21;0,087078125
1,21;0,01815483
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,07659375
1,21;0,312329545
1,21;0,539545455
1,21;0,707144886
1,633685056;0,815269886
1,951448848;0,842613636
2,163291376;0,737585227
2,26921264;0,634474432
2,26921264;0,469232955
2,163291376;0,224360795
1,951448848;0,051173295
1,633685056;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,077210227
1,21;0,299772727
1,21;0,497073864
1,21;0,644673295
1,633685056;0,746732955
1,951448848;0,785866477
2,163291376;0,68359375
2,26921264;0,580227273
2,26921264;0,4284375
2,163291376;0,207073864
1,951448848;0,039835227
1,633685056;0,002529972
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,082134943
1,21;0,311448864
1,21;0,520653409
1,21;0,670340909
1,633685056;0,76796875
1,951448848;0,805369318
2,163291376;0,691477273
2,26921264;0,582755682
2,26921264;0,433707386
2,163291376;0,2075
1,951448848;0,039268466
1,633685056;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,078997159
1,21;0,29671875
1,21;0,512840909
1,21;0,670440341
5,57925214;0,770625
8,856191245;0,806477273
11,04081731;0,681832386
12,13313035;0,57734375
12,13313035;0,420340909
11,04081731;0,203678977
8,856191245;0,033071023
5,57925214;0,005707955
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,060840909
1,21;0,201363636
1,21;0,285681818
1,21;0,351363636
4,016913496;0,542954545
6,122098618;0,603025568
7,525555366;0,57171875
8,22728374;0,485653409
8,22728374;0,394375
7,525555366;0,201960227
7,525555366;0,036365057
4,016913496;0,002871875
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,032491477
1,21;0,10784517
1,21;0,170923295
1,21;0,201633523
1,21;0,254545455
1,21;0,302173295
1,21;0,264943182
1,21;0,230340909
1,21;0,196164773
1,21;0,136377841
1,21;0,06881392
1,21;0,014698864
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,077421875
1,21;0,255284091
1,21;0,406732955
1,21;0,555411932
1,21;0,6365625
1,21;0,681051136
1,21;0,618110795
1,21;0,506107955
1,21;0,383181818
1,21;0,204872159
1,21;0,035267045
1,21;0,007939631
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,065225852
1,21;0,171690341
1,21;0,293053977
1,21;0,378181818
1,633685056;0,39671875
1,951448848;0,451079545
2,163291376;0,402159091
2,26921264;0,296193182
2,26921264;0,272428977
2,163291376;0,181676136
1,951448848;0,089667614
1,633685056;0,017332386
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,098788352
1,21;0,324985795
1,21;0,529034091
1,21;0,672769886
1,633685056;0,762571023
1,951448848;0,801335227
2,163291376;0,684318182
2,26921264;0,579588068
2,26921264;0,428210227
2,163291376;0,206875
1,951448848;0,03109375
1,633685056;0,002750852
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,094401989
1,21;0,287116477
1,21;0,467670455
1,21;0,558380682
1,633685056;0,650113636
1,951448848;0,717017045
2,163291376;0,583579545
2,26921264;0,497599432
2,26921264;0,365809659
2,163291376;0,207045455
1,951448848;0,044151989
1,633685056;0,013510085
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,09231108
1,21;0,293096591
1,21;0,608480114
1,21;0,559644886
2,692897696;0,524872159
3,805070968;0,551605114
4,546519816;0,329431818
4,91724424;0,184076705
4,91724424;0,158579545
4,546519816;0,12337358
3,805070968;0,081801136
2,692897696;0,03121733
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,06962358
1,21;0,264644886
1,21;0,430099432
1,21;0,522926136
4,016913496;0,644161932
6,122098618;0,526150568
7,525555366;0,531321023
8,22728374;0,488664773
8,22728374;0,38171875
7,525555366;0,220525568
7,525555366;0,064987216
4,016913496;0,02606392
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,112853693
1,21;0,342088068
1,21;0,557073864
1,21;0,716988636
1,21;0,809275568
1,21;0,842130682
1,21;0,718522727
1,21;0,611207386
1,21;0,4496875
1,21;0,231747159
1,21;0,033990057
1,21;0,003958665
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,093076705
1,21;0,248579545
1,21;0,399545455
1,21;0,553778409
1,21;0,684019886
1,21;0,743252841
1,21;0,637272727
1,21;0,506803977
1,21;0,374303977
1,21;0,226505682
1,21;0,043482955
1,21;0,004041619
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,003918182
1,21;0,027252841
1,21;0,005264631
1,21;0,013355966
1,21;0,042113636
1,633685056;0,099589489
1,951448848;0,03531108
2,163291376;0,253735795
2,26921264;0,619857955
2,26921264;0,501463068
2,163291376;0,25203125
1,951448848;0,037383523
1,633685056;0,007626705
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,006263636
1,21;0,060288352
1,21;0,210071023
1,633685056;0,401363636
1,951448848;0,370440341
2,163291376;0,280965909
2,26921264;0,341079545
2,26921264;0,301434659
2,163291376;0,221448864
1,951448848;0,110275568
1,633685056;0,038850852
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,021109375
1,21;0,069819602
1,21;0,113848011
1,21;0,157784091
1,633685056;0,186306818
1,951448848;0,187840909
2,163291376;0,184602273
2,26921264;0,177556818
2,26921264;0,144616477
2,163291376;0,101117898
1,951448848;0,062806818
1,633685056;0,013809233
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,10359517
1,21;0,234389205
1,21;0,301903409
1,21;0,41984375
2,692897696;0,553991477
3,805070968;0,347144886
4,546519816;0,337769886
4,91724424;0,407414773
4,91724424;0,337400568
4,546519816;0,235142045
3,805070968;0,039115057
2,692897696;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,001858523
1,21;0,125596591
1,21;0,377102273
1,21;0,590653409
1,21;0,763678977
4,016913496;0,800440341
6,122098618;0,372840909
7,525555366;0,034955966
8,22728374;0,030916193
8,22728374;0,021791193
7,525555366;0,087568182
7,525555366;0,115901989
4,016913496;0,046867898
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,006950852
1,21;0,030052557
1,21;0,045080966
1,21;0,062039773
1,21;0,077353693
1,21;0,092910511
1,21;0,095747159
1,21;0,092518466
1,21;0,068572443
1,21;0,046615057
1,21;0,025359375
1,21;0,00363125
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,071276989
1,21;0,029009943
1,21;0,10309375
1,21;0,276860795
1,21;0,343622159
1,21;0,319545455
1,21;0,452485795
1,21;0,309403409
1,21;0,210170455
1,21;0,084446023
1,21;0,044927557
1,21;0,001928835
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,018610795
1,21;0,088227273
1,21;0,112254261
1,21;0,124159091
1,633685056;0,172627841
1,951448848;0,188153409
2,163291376;0,181022727
2,26921264;0,20265625
2,26921264;0,162599432
2,163291376;0,165653409
1,951448848;0,10240625
1,633685056;0,04274858
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,004843892
1,21;0,113832386
1,21;0,190838068
1,21;0,306463068
1,21;0,390511364
1,633685056;0,540994318
1,951448848;0,476747159
2,163291376;0,412301136
2,26921264;0,354772727
2,26921264;0,241420455
2,163291376;0,19421875
1,951448848;0,116183239
1,633685056;0,048221591
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,002117472
1,21;0,103382102
1,21;0,134759943
1,21;0,232840909
1,21;0,623920455
1,633685056;0,822215909
1,951448848;0,699488636
2,163291376;0,615028409
2,26921264;0,275710227
2,26921264;0,214630682
2,163291376;0,167798295
1,951448848;0,046494318
1,633685056;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,008129545
1,21;0,127636364
1,21;0,281008523
1,21;0,478678977
1,21;0,55234375
2,692897696;0,617514205
3,805070968;0,57296875
4,546519816;0,510923295
4,91724424;0,455198864
4,91724424;0,318607955
4,546519816;0,231988636
3,805070968;0,048278409
2,692897696;0,040544034
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,00367358
1,21;0,116308239
1,21;0,137988636
1,21;0,172301136
1,21;0,5478125
4,016913496;0,429545455
6,122098618;0,033163352
7,525555366;0,278863636
8,22728374;0,399928977
8,22728374;0,403678977
7,525555366;0,186150568
7,525555366;0,117974432
4,016913496;0,054208807
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,012727841
1,21;0,147514205
1,21;0,282400568
1,21;0,402386364
1,21;0,342073864
1,21;0,343735795
1,21;0,355198864
1,21;0,03802983
1,21;0,107548295
1,21;0,269630682
1,21;0,233821023
1,21;0,120080966
1,21;0,010955966
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,007428835
1,21;0,15375
1,21;0,375127841
1,21;0,57359375
1,21;0,702073864
1,21;0,801321023
1,21;0,839588068
1,21;0,712997159
1,21;0,561732955
1,21;0,416448864
1,21;0,24546875
1,21;0,071609375
1,21;0,031490057
1,21;0,002482955
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,00836108
1,21;0,146576705
1,21;0,335866477
1,21;0,489090909
1,21;0,623494318
1,633685056;0,705014205
1,951448848;0,733096591
2,163291376;0,630269886
2,26921264;0,508607955
2,26921264;0,37765625
2,163291376;0,232556818
1,951448848;0,067759943
1,633685056;0,032889205
1,21;0,001952415
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,009896591
1,21;0,138176136
1,21;0,31921875
1,21;0,494417614
1,21;0,648252841
1,633685056;0,736278409
1,951448848;0,7728125
2,163291376;0,666761364
2,26921264;0,545724432
2,26921264;0,392130682
2,163291376;0,229985795
1,951448848;0,07109233
1,633685056;0,02009233
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,002157955
1,21;0,162215909
1,21;0,389375
1,21;0,583125
1,21;0,72609375
1,633685056;0,812230114
1,951448848;0,841306818
2,163291376;0,716590909
2,26921264;0,585951705
2,26921264;0,431661932
2,163291376;0,235667614
1,951448848;0,0625625
1,633685056;0,003321591
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,017323864
1,21;0,132424716
1,21;0,309588068
1,21;0,443835227
1,21;0,591178977
5,57925214;0,605838068
8,856191245;0,650752841
11,04081731;0,512386364
12,13313035;0,512684659
12,13313035;0,375440341
11,04081731;0,236420455
8,856191245;0,096053977
5,57925214;0,044698864
1,21;0,005192614
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,056021307
1,21;0,12871875
1,21;0,176434659
1,21;0,114174716
4,016913496;0,303451705
6,122098618;0,387471591
7,525555366;0,317769886
8,22728374;0,1684375
8,22728374;0,077551136
7,525555366;0,081480114
7,525555366;0,047788352
4,016913496;0,028886364
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,008720597
1,21;0,086068182
1,21;0,067647727
1,21;0,181846591
1,21;0,209119318
1,21;0,28578125
1,21;0,178025568
1,21;0,098732955
1,21;0,134215909
1,21;0,189005682
1,21;0,232627841
1,21;0,118982955
1,21;0,045794034
1,21;0,006417756
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,005434375
1,21;0,078410511
1,21;0,12771733
1,21;0,154389205
1,21;0,218110795
1,21;0,26046875
1,21;0,282073864
1,21;0,228053977
1,21;0,189346591
1,21;0,162059659
1,21;0,102012784
1,21;0,051291193
1,21;0,005972585
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,023362216
1,21;0,149446023
1,21;0,17875
1,21;0,256690341
1,21;0,279332386
1,633685056;0,245383523
1,951448848;0,154190341
2,163291376;0,224957386
2,26921264;0,191051136
2,26921264;0,182045455
2,163291376;0,09049858
1,951448848;0,087899148
1,633685056;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,005529119
1,21;0,043528409
1,21;0,080146307
1,21;0,097153409
1,21;0,122512784
1,633685056;0,136985795
1,951448848;0,121703125
2,163291376;0,144446023
2,26921264;0,128102273
2,26921264;0,112982955
2,163291376;0,086238636
1,951448848;0,040732955
1,633685056;0,011745881
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,025332386
1,21;0,123705966
1,21;0,351988636
1,21;0,602073864
1,21;0,604161932
1,633685056;0,710482955
1,951448848;0,638394886
2,163291376;0,47484375
2,26921264;0,280241477
2,26921264;0,280923295
2,163291376;0,231193182
1,951448848;0,128271307
1,633685056;0,034433239
1,21;0,006700568
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,025559659
1,21;0,12600142
1,21;0,290113636
1,21;0,455596591
1,21;0,478892045
2,692897696;0,54875
3,805070968;0,406420455
4,546519816;0,502301136
4,91724424;0,339318182
4,91724424;0,314289773
4,546519816;0,242485795
3,805070968;0,075509943
2,692897696;0,006064915
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,015759943
1,21;0,167457386
1,21;0,356221591
1,21;0,528636364
1,21;0,644105114
9,55129954;0,729730114
15,80727419;0,751590909
19,97792396;0,640497159
20,428;0,548792614
20,428;0,408196023
19,97792396;0,249630682
15,80727419;0,094173295
9,55129954;0,041227273
1,21;0,007046733
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,020426136
1,21;0,152045455
1,21;0,279375
1,21;0,468508523
1,21;0,643735795
1,21;0,723409091
1,21;0,779545455
1,21;0,584772727
1,21;0,524744318
1,21;0,324034091
1,21;0,246846591
1,21;0,120752841
1,21;0,062742898
1,21;0,006427983
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,003635511
1,21;0,002806534
1,21;0,137637784
1,21;0,083147727
1,21;0,028511364
1,21;0,256008523
1,21;0,205823864
1,21;0,508096591
1,21;0,358167614
1,21;0,249900568
1,21;0,246917614
1,21;0,142059659
1,21;0,072534091
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,001836932
1,21;0,012932528
1,21;0,032525568
1,21;0,05346875
1,21;0,07315483
1,633685056;0,08178267
1,951448848;0,085379261
2,163291376;0,090315341
2,26921264;0,07734233
2,26921264;0,063100852
2,163291376;0,051542614
1,951448848;0,029511364
1,633685056;0,00769304
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,02746875
1,21;0,142741477
1,21;0,300951705
1,21;0,399204545
1,21;0,490681818
1,633685056;0,540213068
1,951448848;0,534048295
2,163291376;0,47125
2,26921264;0,4259375
2,26921264;0,324616477
2,163291376;0,248863636
1,951448848;0,120285511
1,633685056;0,067730114
1,21;0,013922869
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,019919034
1,21;0,098059659
1,21;0,151392045
1,21;0,327244318
1,21;0,549914773
1,633685056;0,591463068
1,951448848;0,529588068
2,163291376;0,315710227
2,26921264;0,252883523
2,26921264;0,309147727
2,163291376;0,225454545
1,951448848;0,129622159
1,633685056;0,058536932
1,21;0,003262216
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,024065341
1,21;0,168835227
1,21;0,345596591
1,21;0,524971591
1,21;0,631278409
5,57925214;0,678948864
8,856191245;0,710227273
11,04081731;0,595965909
12,13313035;0,516704545
12,13313035;0,373053977
11,04081731;0,248565341
8,856191245;0,113336648
5,57925214;0,052190341
1,21;0,014899148
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,170894886
1,21;0,442457386
1,21;0,521022727
1,21;0,539857955
4,016913496;0,421363636
6,122098618;0,642642045
7,525555366;0,482556818
8,22728374;0,12590625
8,22728374;0,026487216
7,525555366;0,147571023
7,525555366;0,007631818
4,016913496;0,002201136
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,00276946
1,21;0,179772727
1,21;0,389204545
1,21;0,565284091
1,21;0,689815341
1,21;0,763934659
1,21;0,791164773
1,21;0,670539773
1,21;0,574375
1,21;0,429403409
1,21;0,230298295
1,21;0,091370739
1,21;0,006575568
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,022401989
1,21;0,163082386
1,21;0,350809659
1,21;0,51171875
1,21;0,570752841
1,21;0,638252841
1,21;0,599786932
1,21;0,509034091
1,21;0,411477273
1,21;0,329446023
1,21;0,242173295
1,21;0,127411932
1,21;0,077353693
1,21;0,016816761
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,027269886
1,21;0,167130682
1,21;0,344985795
1,21;0,493892045
1,21;0,597173295
1,633685056;0,662855114
1,951448848;0,687230114
2,163291376;0,581690341
2,26921264;0,522627841
2,26921264;0,354318182
2,163291376;0,244176136
1,951448848;0,12243608
1,633685056;0,058491477
1,21;0,014921875
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0
1,21;0,028808239
1,21;0,148238636
1,21;0,269744318
1,21;0,417201705
